2;2;EmbKer;0.0001621246337890625;0;opt_kernel;4.76837158203125e-07;0;train_svm;0.024361848831176758;4;validate;0.019016742706298828;4
3;2;EmbKer;0.0001800060272216797;0;opt_kernel;4.76837158203125e-07;0;train_svm;0.028031587600708008;4;validate;0.022068262100219727;4
4;2;EmbKer;0.00016188621520996094;0;opt_kernel;2.384185791015625e-07;0;train_svm;0.02715325355529785;4;validate;0.021039485931396484;4
5;2;EmbKer;0.0001647472381591797;0;opt_kernel;7.152557373046875e-07;0;train_svm;0.030994176864624023;4;validate;0.02469468116760254;4
6;2;EmbKer;0.0001862049102783203;0;opt_kernel;4.76837158203125e-07;0;train_svm;0.03242850303649902;4;validate;0.025534868240356445;4
7;2;EmbKer;0.00019431114196777344;0;opt_kernel;4.76837158203125e-07;0;train_svm;0.03142809867858887;4;validate;0.025098323822021484;4
8;2;EmbKer;0.00017595291137695312;0;opt_kernel;4.76837158203125e-07;0;train_svm;0.03221631050109863;4;validate;0.0265655517578125;4
9;2;EmbKer;0.00017642974853515625;0;opt_kernel;4.76837158203125e-07;0;train_svm;0.030858516693115234;4;validate;0.025058746337890625;4
10;2;EmbKer;0.0001556873321533203;0;opt_kernel;4.76837158203125e-07;0;train_svm;0.032811880111694336;4;validate;0.027522802352905273;4
11;2;EmbKer;0.0001800060272216797;0;opt_kernel;4.76837158203125e-07;0;train_svm;0.03631949424743652;4;validate;0.031250715255737305;4
12;2;EmbKer;0.00017404556274414062;0;opt_kernel;4.76837158203125e-07;0;train_svm;0.041037559509277344;4;validate;0.035035133361816406;4
13;2;EmbKer;0.00017690658569335938;0;opt_kernel;4.76837158203125e-07;0;train_svm;0.04668831825256348;4;validate;0.03948068618774414;4
14;2;EmbKer;0.00018072128295898438;0;opt_kernel;2.384185791015625e-07;0;train_svm;0.061048269271850586;4;validate;0.056832075119018555;4
15;2;EmbKer;0.0001704692840576172;0;opt_kernel;4.76837158203125e-07;0;train_svm;0.09178304672241211;4;validate;0.07751655578613281;4
16;2;EmbKer;0.00019741058349609375;0;opt_kernel;4.76837158203125e-07;0;train_svm;0.1376800537109375;4;validate;0.12074065208435059;4
17;2;EmbKer;0.0001785755157470703;0;opt_kernel;4.76837158203125e-07;0;train_svm;0.22684788703918457;4;validate;0.19465351104736328;4
18;2;EmbKer;0.00016999244689941406;0;opt_kernel;4.76837158203125e-07;0;train_svm;0.4538569450378418;4;validate;0.42405033111572266;4
19;2;EmbKer;0.00017952919006347656;0;opt_kernel;2.384185791015625e-07;0;train_svm;0.9987430572509766;4;validate;0.938784122467041;4
20;2;EmbKer;0.00018596649169921875;0;opt_kernel;4.76837158203125e-07;0;train_svm;2.0751423835754395;4;validate;2.004706859588623;4
21;2;EmbKer;0.0001983642578125;0;opt_kernel;4.76837158203125e-07;0;train_svm;4.573983669281006;4;validate;4.537407398223877;4
22;2;EmbKer;0.00019121170043945312;0;opt_kernel;4.76837158203125e-07;0;train_svm;9.783573150634766;4;validate;9.696357250213623;4
23;2;EmbKer;0.0001876354217529297;0;opt_kernel;2.384185791015625e-07;0;train_svm;20.39492130279541;4;validate;20.36803960800171;4
24;2;EmbKer;0.0001723766326904297;0;opt_kernel;2.384185791015625e-07;0;train_svm;42.36357665061951;4;validate;42.29536151885986;4
25;2;EmbKer;0.0001723766326904297;0;opt_kernel;4.76837158203125e-07;0;train_svm;88.6428771018982;4;validate;86.30051445960999;4
26;2;EmbKer;0.0001952648162841797;0;opt_kernel;4.76837158203125e-07;0;train_svm;203.14520835876465;4;validate;201.5576057434082;4
27;2;EmbKer;0.00020384788513183594;0;opt_kernel;2.384185791015625e-07;0;train_svm;527.2361953258514;4;validate;521.6704838275909;4
28;2;EmbKer;0.00020766258239746094;0;opt_kernel;2.384185791015625e-07;0;train_svm;1134.8363528251648;4;validate;1123.8554692268372;4
